1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	3333
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1594	7030
1603	7027
1603	7030
1604	7030
2340	7030
